question,domain,topic
"What is the output of the following code involving array destructuring with rest syntax?

const [a, b, ...rest] = [1, 2, 3, 4, 5];
console.log(a, b, rest);",Coding,JavaScript
Write a JavaScript function to check whether two objects are deeply equal.,Coding,JavaScript
"Predict the output of this code involving 'this' inside an arrow function versus a regular function:

const obj = {
    value: 42,
    regular: function() { return this.value; },
    arrow: () => this.value
};
console.log(obj.regular());
console.log(obj.arrow());",Coding,JavaScript
Write a JavaScript function that memoizes the results of an expensive function call.,Coding,JavaScript
"What will this code involving chained array methods print?

const arr = [1,2,3,4,5];
console.log(arr.filter(n => n % 2 === 0).map(n => n * n).reduce((a,b) => a+b));",Coding,JavaScript
Write a JavaScript function to implement a simple curry function for a three-argument function.,Coding,JavaScript
"Predict the output of the following code involving type coercion in string concatenation:

console.log(1 + ""2"" + 3);
console.log(1 + 2 + ""3"");",Coding,JavaScript
Write a JavaScript function to find the first non-repeating character in a string.,Coding,JavaScript
"What is the output of this code involving var inside a loop combined with setTimeout?

for (var i = 0; i < 3; i++) {
    setTimeout(() => console.log(i), 0);
}",Coding,JavaScript
Write a JavaScript function to implement a simple throttling mechanism for a scroll event handler.,Coding,JavaScript
"Predict the output of the following code involving object property shorthand with computed keys:

const key = ""name"";
const obj = { [key]: ""Alice"" };
console.log(obj.name);",Coding,JavaScript
Write a JavaScript function to check if a given string is a valid palindrome ignoring non-alphanumeric characters.,Coding,JavaScript
"What will this code involving the default numeric sort behavior of Array.sort() print?

const arr = [10, 1, 21, 2];
console.log(arr.sort());",Coding,JavaScript
Write a JavaScript function to group an array of objects by a given key.,Coding,JavaScript
"Predict the output of the following code involving optional chaining and the nullish coalescing operator:

const user = { profile: null };
console.log(user.profile?.name ?? ""No name"");",Coding,JavaScript
Write a JavaScript function to implement a simple deep-flatten utility for an object containing nested arrays and objects.,Coding,JavaScript
"What is the output of this code involving an uncaught rejection inside an async function?

async function fetchData() {
    throw new Error(""Failed"");
}
fetchData().catch(e => console.log(e.message));",Coding,JavaScript
"What is the output of the following Python code involving boolean arithmetic?

print(True + True)",Coding,Variables and Data Types
Write a program in any language to demonstrate the difference between pass-by-value and pass-by-reference for primitive data types.,Coding,Variables and Data Types
"Predict the output of this Java code involving explicit narrowing type casting:

double d = 9.99;
int i = (int) d;
System.out.println(i);",Coding,Variables and Data Types
"Write a C program to demonstrate the size difference between int, float, and double using the sizeof operator.",Coding,Variables and Data Types
"What will the following JavaScript code print due to dynamic typing and coercion?

let x = ""5"";
x = x - 2;
console.log(x, typeof x);",Coding,Variables and Data Types
Write a program to demonstrate integer overflow behavior in C for a signed short variable.,Coding,Variables and Data Types
"Predict the output of this Python code involving the global keyword inside a function:

x = 10
def modify():
    global x
    x += 5
modify()
print(x)",Coding,Variables and Data Types
Write a program to swap the values of two variables without using a third variable.,Coding,Variables and Data Types
"What is the output of the following C++ code involving auto type deduction for an integer and a floating-point literal?

auto x = 5;
auto y = 5.5;
cout << typeid(x).name() << "" "" << typeid(y).name();",Coding,Variables and Data Types
Write a program to demonstrate wraparound behavior when an unsigned char is incremented beyond its maximum value.,Coding,Variables and Data Types
"Predict the output of this Java code involving implicit char-to-int conversion:

char c = 'a';
int x = c + 1;
System.out.println(x);",Coding,Variables and Data Types
Write a program to demonstrate the difference between == and .equals() for string comparison in Java.,Coding,Variables and Data Types
"What will this Python code print due to how integer objects are reassigned?

a = 5
b = a
a = a + 1
print(b)",Coding,Variables and Data Types
Write a program in C to demonstrate the difference in memory size between a pointer to int and a pointer to double.,Coding,Variables and Data Types
"Predict the output of the following code involving boolean-to-integer conversion in C:

printf(""%d"", (5 > 3) + (2 > 8));",Coding,Variables and Data Types
Write a program to declare a constant using the const keyword and show what happens when an attempt is made to modify it.,Coding,Variables and Data Types
"What is the output of this JavaScript code involving comparisons with NaN?

console.log(NaN === NaN);
console.log(Number.isNaN(NaN));",Coding,Variables and Data Types
"Write a program to convert a numeric string into an integer manually, without using a built-in parsing function.",Coding,Variables and Data Types
"Predict the output of this Python code involving a mutable object stored inside an immutable tuple:

t = (1, 2, [3, 4])
t[2].append(5)
print(t)",Coding,Variables and Data Types
Write a program to demonstrate the difference between local variables and instance fields in a Java class with the same name.,Coding,Variables and Data Types
"What will the following C code print due to implicit type promotion in mixed arithmetic?

int a = 5;
float b = 2.0;
printf(""%f"", a / b);",Coding,Variables and Data Types
"Write a program to determine at runtime whether a given Python variable currently holds an integer, a float, or a string.",Coding,Variables and Data Types
"Predict the output of the following Python code involving simultaneous tuple assignment and swapping:

a, b = 1, 2
a, b = b, a
print(a, b)",Coding,Variables and Data Types
"Write a program that demonstrates a race condition risk by describing a scenario where a shared counter variable is updated by two threads, then implement a simple single-threaded version of the counter.",Coding,Variables and Data Types
"What is the output of this Java code involving the Integer wrapper class's cache for small values?

Integer a = 200;
Integer b = 200;
System.out.println(a == b);",Coding,Variables and Data Types
"What is the output of the following Java code involving the bitwise AND operator?

System.out.println(5 & 3);",Coding,Operators
Write a program to demonstrate the difference between prefix and postfix increment when both appear in a single C expression.,Coding,Operators
"Predict the output of the following Python code involving floor division with negative operands:

print(5 // 2, -5 // 2)",Coding,Operators
